"신고연도","신고월","신고일","남편주소행정구역시도코드","남편주소행정구역시군구코드","아내주소행정구역시도코드","아내주소행정구역시군구코드","실제결혼연도","실제결혼월","남편직업분류코드","아내직업분류코드","남편교육정도코드","아내교육정도코드","남편결혼종류코드","아내결혼종류코드","남편연령5세단위코드","아내연령5세단위코드"
2024,08,02,11,160,11,160,2024,04,05,02,5,6,1,1,06,05
2024,08,02,11,160,11,160,2024,08,99,99,9,9,1,1,05,05
2024,08,02,11,160,11,160,2024,08,99,99,9,9,1,1,07,07
2024,08,02,11,160,11,160,2024,08,99,99,9,9,3,1,06,06
2024,08,02,11,160,11,180,2024,08,03,03,5,5,1,1,06,05
2024,08,02,11,170,11,170,2019,05,02,05,5,5,1,1,05,04
2024,08,02,11,170,11,170,2023,06,03,03,5,5,1,1,04,04
2024,08,02,11,170,11,170,2024,03,07,02,5,5,1,1,05,05
2024,08,02,11,170,11,170,2024,08,99,99,9,9,1,1,05,04
2024,08,02,11,170,11,210,2024,08,03,13,5,6,1,1,06,07
2024,08,02,11,180,11,180,2022,06,05,03,5,4,1,1,03,03
2024,08,02,11,180,11,180,2022,10,08,03,4,5,1,1,04,04
2024,08,02,11,180,11,220,2024,07,01,02,5,4,3,3,08,08
2024,08,02,11,190,11,120,2024,08,02,02,5,5,1,1,06,06
2024,08,02,11,190,11,140,2024,09,03,03,5,5,1,1,05,04
2024,08,02,11,190,11,150,2024,08,99,99,9,9,1,3,08,07
2024,08,02,11,190,11,190,2023,05,03,03,5,5,1,1,05,05
2024,08,02,11,190,11,190,2023,08,02,03,5,5,1,1,04,05
2024,08,02,11,190,11,190,2023,10,13,13,5,5,1,1,05,05
2024,08,02,11,190,11,190,2023,12,02,02,6,6,1,1,05,05
2024,08,02,11,190,11,190,2024,02,03,03,6,5,1,1,05,05
2024,08,02,11,190,11,190,2024,08,99,99,9,9,1,1,05,05
2024,08,02,11,190,11,190,2024,11,03,02,5,5,1,1,04,04
2024,08,02,11,200,11,060,2024,08,99,99,9,9,1,1,05,05
2024,08,02,11,200,11,120,2024,08,05,02,5,5,1,1,05,05
2024,08,02,11,200,11,140,2024,08,03,03,5,5,1,1,05,05
2024,08,02,11,200,11,160,2024,08,02,03,5,5,1,1,05,06
2024,08,02,11,200,11,200,2020,09,05,02,5,5,1,1,04,04
2024,08,02,11,200,11,200,2022,10,03,03,5,5,1,1,05,05
2024,08,02,11,200,11,200,2023,06,03,03,5,5,1,1,05,05
2024,08,02,11,200,11,200,2023,08,03,03,5,5,1,1,05,04
2024,08,02,11,200,11,200,2023,09,02,03,5,5,1,1,05,06
2024,08,02,11,200,11,200,2024,07,05,02,5,5,1,1,05,05
2024,08,02,11,200,11,200,2024,08,03,03,5,6,1,1,05,05
2024,08,02,11,200,11,200,2024,08,13,03,6,5,1,1,04,04
2024,08,02,11,200,11,200,2024,08,99,99,9,9,1,1,06,06
2024,08,02,11,210,11,200,2024,08,99,99,9,9,1,1,05,05
2024,08,02,11,210,11,210,2023,11,03,03,6,6,1,1,06,05
2024,08,02,11,210,11,230,2024,08,99,03,5,5,1,1,05,05
2024,08,02,11,210,11,240,2024,08,02,02,5,5,1,1,06,06
2024,08,02,11,220,11,220,2021,05,05,05,5,5,1,1,04,05
2024,08,02,11,220,11,220,2023,09,03,99,6,5,1,1,05,05
2024,08,02,11,220,11,220,2024,05,03,13,5,5,1,1,04,04
2024,08,02,11,220,11,220,2024,08,99,03,9,6,3,1,06,06
2024,08,02,11,220,11,220,2024,08,99,99,9,9,1,1,06,05
2024,08,02,11,220,11,230,2022,01,03,99,5,5,1,1,06,06
2024,08,02,11,220,11,230,2024,08,02,02,6,6,1,1,06,05
2024,08,02,11,230,11,110,2024,08,99,99,9,9,1,1,05,05
2024,08,02,11,230,11,210,2024,08,99,99,9,9,1,1,05,05
2024,08,02,11,230,11,220,2024,08,02,03,6,6,1,1,07,07
2024,08,02,11,230,11,230,2023,10,02,03,6,5,1,1,06,06
2024,08,02,11,230,11,230,2023,11,03,03,4,5,1,1,07,05
2024,08,02,11,230,11,230,2024,07,02,03,5,5,1,1,05,05
2024,08,02,11,230,11,230,2024,08,02,02,6,6,1,1,05,05
2024,08,02,11,230,11,230,2024,08,03,03,5,5,1,1,05,05
2024,08,02,11,230,11,230,2024,08,03,03,5,5,2,1,08,08
2024,08,02,11,230,11,230,2024,08,99,99,9,9,1,1,05,06
2024,08,02,11,230,11,230,2024,08,99,99,9,9,1,1,06,06
2024,08,02,11,240,11,240,2021,07,05,02,5,5,1,1,05,03
2024,08,02,11,240,11,240,2021,11,03,03,5,5,1,1,06,05
2024,08,02,11,240,11,240,2022,08,01,01,5,5,1,1,04,05
2024,08,02,11,240,11,240,2023,03,13,03,5,5,1,1,05,06
2024,08,02,11,240,11,240,2024,02,03,03,5,5,1,1,06,06
2024,08,02,11,240,11,240,2024,03,05,03,5,5,1,1,06,04
2024,08,02,11,240,11,240,2024,05,03,03,5,5,1,1,04,04
2024,08,02,11,240,11,240,2024,05,03,99,5,5,1,1,06,06
2024,08,02,11,240,11,240,2024,08,03,03,5,5,1,1,05,04
2024,08,02,11,240,11,240,2024,08,99,99,5,6,1,1,05,06
2024,08,02,11,240,11,240,2024,08,99,99,9,9,1,1,05,04
2024,08,02,11,250,11,210,2024,09,03,03,5,5,1,1,05,04
2024,08,02,11,250,11,250,2022,04,03,03,5,5,1,1,05,05
2024,08,02,11,250,11,250,2023,01,02,03,5,5,1,1,05,05
2024,08,02,11,250,11,250,2023,05,09,99,5,5,1,1,08,06
2024,08,02,11,250,11,250,2024,01,02,03,5,5,1,1,07,07
2024,08,02,11,250,11,250,2024,06,03,02,5,6,1,1,05,05
2024,08,02,11,250,11,250,2024,08,02,02,5,5,1,1,05,05
2024,08,02,11,250,11,250,2024,08,03,03,6,5,1,1,07,06
2024,08,05,11,020,11,020,2023,10,02,02,5,6,1,1,05,04
2024,08,05,11,020,11,110,2024,08,03,03,5,5,1,1,05,04
2024,08,05,11,020,11,140,2024,08,02,03,5,6,1,1,05,04
2024,08,05,11,030,11,030,2021,01,05,03,5,5,1,1,04,04
2024,08,05,11,030,11,030,2024,03,03,03,5,5,1,1,05,05
2024,08,05,11,030,11,030,2024,08,03,03,5,5,1,1,05,05
2024,08,05,11,040,11,040,2022,10,03,03,5,5,1,1,06,05
2024,08,05,11,040,11,040,2024,06,03,03,5,5,1,1,05,05
2024,08,05,11,040,11,040,2024,08,03,03,5,5,1,1,06,06
2024,08,05,11,040,11,050,2024,03,03,07,6,5,1,1,05,04
2024,08,05,11,040,11,070,2024,08,99,99,4,4,3,3,12,12
2024,08,05,11,040,11,240,2024,07,05,13,4,4,2,3,11,10
2024,08,05,11,050,11,050,2024,08,03,02,4,5,1,1,04,04
2024,08,05,11,050,11,050,2024,08,99,99,9,9,1,1,05,05
2024,08,05,11,050,11,080,2024,08,02,02,5,4,1,1,04,03
2024,08,05,11,050,11,080,2024,08,99,99,9,9,1,1,05,06
2024,08,05,11,050,11,120,2024,08,99,99,9,9,1,1,05,04
2024,08,05,11,050,11,240,2024,08,03,03,5,5,1,1,05,04
2024,08,05,11,060,11,060,2009,10,01,01,5,4,1,1,05,05
2024,08,05,11,060,11,060,2022,04,03,03,5,5,1,1,05,05
2024,08,05,11,060,11,060,2023,02,99,13,9,5,1,1,04,05
2024,08,05,11,060,11,060,2023,11,03,03,5,5,1,1,05,05
2024,08,05,11,060,11,060,2023,12,03,03,5,5,1,1,06,05
2024,08,05,11,060,11,060,2024,08,03,03,5,6,1,1,07,06
2024,08,05,11,060,11,060,2024,08,03,03,6,5,1,1,06,05
2024,08,05,11,060,11,060,2024,08,09,02,4,4,1,3,07,08
2024,08,05,11,070,11,070,2022,10,05,05,4,5,1,1,05,05
2024,08,05,11,070,11,070,2023,09,05,13,5,5,1,1,06,06
2024,08,05,11,070,11,070,2024,08,05,03,4,5,1,1,04,04
2024,08,05,11,070,11,070,2024,08,13,13,4,4,3,3,11,11
2024,08,05,11,070,11,230,2024,08,02,02,6,5,1,1,05,05
2024,08,05,11,080,11,080,2024,08,02,02,6,6,1,1,06,05
2024,08,05,11,080,11,080,2024,08,99,99,9,9,1,1,04,03
2024,08,05,11,080,11,240,2023,11,03,13,5,5,1,1,05,04
2024,08,05,11,100,11,030,2023,08,05,13,5,4,1,1,07,07
2024,08,05,11,100,11,100,2024,08,02,03,5,5,1,1,08,07
2024,08,05,11,110,11,070,2024,11,05,02,4,5,1,1,07,06
2024,08,05,11,110,11,110,2017,05,05,05,4,5,1,1,06,06
2024,08,05,11,110,11,110,2023,06,05,13,5,5,1,1,05,04
2024,08,05,11,110,11,110,2023,11,05,05,5,6,1,1,06,06
2024,08,05,11,110,11,110,2024,06,02,02,5,5,1,1,05,04
2024,08,05,11,110,11,110,2024,06,02,05,5,5,1,1,04,04
2024,08,05,11,110,11,110,2024,08,05,03,5,5,1,1,07,07
2024,08,05,11,120,11,120,2024,07,03,02,5,5,1,1,06,05
2024,08,05,11,120,11,120,2024,08,02,05,5,4,1,1,05,05
2024,08,05,11,120,11,120,2024,08,99,99,9,9,1,1,04,03
2024,08,05,11,120,11,120,2024,08,99,99,9,9,1,1,05,05
2024,08,05,11,120,11,120,2024,08,99,99,9,9,3,3,10,10
2024,08,05,11,120,11,120,2024,09,02,02,4,5,1,1,05,04
2024,08,05,11,120,11,140,2021,05,02,02,5,5,1,1,05,04
2024,08,05,11,130,11,130,2024,08,03,03,5,4,1,1,06,07
2024,08,05,11,130,11,130,2024,08,03,03,5,5,1,1,05,04
2024,08,05,11,130,11,130,2024,08,99,13,9,6,1,1,05,06
2024,08,05,11,130,11,130,2024,08,99,99,9,9,1,1,05,04
2024,08,05,11,130,11,130,2024,08,99,99,9,9,1,1,05,05
2024,08,05,11,130,11,240,2025,05,03,03,6,5,1,1,05,04
2024,08,05,11,140,11,020,2024,08,03,03,5,5,1,1,06,06
2024,08,05,11,140,11,120,2024,08,01,03,4,6,1,1,06,06
2024,08,05,11,140,11,140,2023,04,03,03,5,5,1,1,04,04
2024,08,05,11,140,11,140,2024,08,02,02,6,6,1,1,06,05
2024,08,05,11,140,11,140,2024,08,99,03,9,5,1,1,06,05
2024,08,05,11,140,11,140,2024,08,99,99,5,5,1,1,05,05
2024,08,05,11,140,11,210,2024,08,03,03,5,5,1,1,05,04
2024,08,05,11,150,11,080,2024,08,99,99,9,9,1,1,05,05
2024,08,05,11,150,11,090,2023,03,03,02,5,5,1,1,04,03
2024,08,05,11,150,11,150,2014,05,07,03,5,5,1,1,04,04
2024,08,05,11,150,11,150,2021,09,02,05,5,5,1,1,04,04
2024,08,05,11,150,11,150,2024,08,99,99,9,9,1,1,05,05
2024,08,05,11,160,11,160,2021,02,05,05,4,5,1,1,03,03
2024,08,05,11,160,11,160,2024,04,05,02,5,5,1,1,04,04
2024,08,05,11,160,11,160,2024,08,03,13,6,6,1,1,05,04
2024,08,05,11,160,11,160,2024,08,99,99,9,9,1,1,05,04
2024,08,05,11,160,11,190,2013,05,03,03,5,5,3,1,08,08
2024,08,05,11,160,11,200,2024,08,99,99,9,9,1,1,06,06
2024,08,05,11,170,11,020,2024,08,99,99,9,9,1,1,04,04
2024,08,05,11,170,11,170,2023,12,01,01,5,5,3,1,08,07
2024,08,05,11,170,11,170,2024,07,03,13,5,5,1,1,04,04
2024,08,05,11,170,11,170,2024,08,99,99,9,9,1,3,09,09
2024,08,05,11,170,11,170,2024,08,99,99,9,9,1,3,11,11
2024,08,05,11,170,11,170,2024,10,03,02,5,6,1,1,04,05
2024,08,05,11,170,11,190,2024,08,02,01,5,5,1,1,07,06
2024,08,05,11,180,11,180,2022,06,03,03,5,5,1,1,06,05
2024,08,05,11,180,11,180,2024,08,99,99,9,9,1,1,05,05
2024,08,05,11,180,11,180,2024,08,99,99,9,9,1,1,06,05
2024,08,05,11,180,11,180,2024,08,99,99,9,9,1,1,08,07
2024,08,05,11,180,11,180,2024,08,99,99,9,9,3,3,09,11
2024,08,05,11,190,11,050,2024,05,02,03,4,5,1,1,07,04
2024,08,05,11,190,11,150,2024,07,01,03,4,5,1,1,05,04
2024,08,05,11,190,11,190,2020,11,03,03,6,6,1,1,05,05
2024,08,05,11,190,11,190,2020,11,13,05,1,4,1,1,08,07
2024,08,05,11,190,11,190,2023,06,05,05,4,5,1,1,04,04
2024,08,05,11,190,11,190,2024,08,01,05,5,5,3,3,09,09
2024,08,05,11,200,11,200,2024,07,02,02,6,6,1,1,06,05
2024,08,05,11,200,11,200,2024,08,03,03,5,5,1,1,05,04
2024,08,05,11,200,11,200,2024,08,03,13,5,5,1,1,06,06
2024,08,05,11,200,11,200,2024,08,99,99,9,5,1,1,05,05
2024,08,05,11,200,11,200,2024,08,99,99,9,9,1,1,06,04
2024,08,05,11,210,11,060,2024,08,08,03,4,5,1,1,04,04
2024,08,05,11,210,11,210,2024,06,02,13,5,4,1,1,06,05
2024,08,05,11,210,11,210,2024,08,02,03,6,5,1,1,05,05
2024,08,05,11,210,11,210,2024,08,03,02,5,5,1,1,08,07
2024,08,05,11,210,11,210,2024,08,13,13,3,2,3,3,12,12
2024,08,05,11,210,11,210,2024,08,99,99,9,5,1,1,05,05
2024,08,05,11,220,11,130,2024,08,99,99,9,9,1,1,05,05
2024,08,05,11,220,11,200,2024,08,13,02,5,5,1,1,04,03
2024,08,05,11,220,11,220,2023,11,02,02,5,5,1,1,06,04
2024,08,05,11,220,11,220,2024,08,99,99,9,9,1,1,05,06
2024,08,05,11,220,11,220,2024,08,99,99,9,9,1,1,06,04
2024,08,05,11,220,11,230,2024,05,03,07,5,5,1,1,06,06
2024,08,05,11,230,11,140,2024,08,99,99,9,9,1,1,07,06
2024,08,05,11,230,11,170,2024,08,99,99,9,9,1,1,06,05
2024,08,05,11,230,11,220,2024,08,99,99,9,9,1,1,05,04
2024,08,05,11,230,11,230,2022,07,02,03,5,4,1,1,04,04
2024,08,05,11,230,11,230,2024,08,03,02,5,6,1,1,04,04
2024,08,05,11,230,11,230,2024,08,03,03,6,5,1,1,06,06
2024,08,05,11,230,11,230,2024,08,99,99,9,9,1,1,06,06
2024,08,05,11,230,11,230,2024,08,99,99,9,9,3,1,07,05
2024,08,05,11,240,11,050,2022,08,02,02,5,5,1,1,05,05
2024,08,05,11,240,11,110,2024,08,02,02,6,6,1,1,06,06
2024,08,05,11,240,11,110,2024,08,05,03,5,5,1,1,05,05
2024,08,05,11,240,11,190,2024,08,03,03,5,5,1,1,05,04
2024,08,05,11,240,11,240,2022,04,02,02,5,5,1,1,06,05
2024,08,05,11,240,11,240,2022,04,05,05,5,5,1,1,05,05
2024,08,05,11,240,11,240,2023,10,03,03,5,5,1,1,04,04
2024,08,05,11,240,11,240,2023,12,05,03,5,5,1,1,06,05
2024,08,05,11,240,11,240,2024,05,03,03,5,5,1,1,04,06
2024,08,05,11,240,11,240,2024,06,03,03,6,5,1,1,05,05
2024,08,05,11,240,11,240,2024,07,02,02,5,5,1,1,04,04
2024,08,05,11,240,11,240,2024,08,05,03,5,5,1,1,04,04
2024,08,05,11,240,11,240,2024,08,05,13,5,5,1,1,06,05
2024,08,05,11,240,11,240,2024,08,08,02,5,5,1,3,07,06
2024,08,05,11,240,11,250,2023,06,01,05,5,5,1,1,05,05
2024,08,05,11,250,11,220,2024,08,02,02,5,5,1,1,06,05
2024,08,05,11,250,11,250,2022,10,05,05,4,5,1,1,04,04
2024,08,06,11,010,11,010,2022,10,03,03,5,5,1,1,06,05
2024,08,06,11,010,11,010,2024,08,02,02,5,6,1,1,05,05
2024,08,06,11,020,11,020,2023,10,99,02,9,5,1,1,07,06
2024,08,06,11,020,11,020,2024,07,03,03,5,5,1,1,05,05
2024,08,06,11,030,11,030,2023,10,02,02,6,6,1,1,06,06
2024,08,06,11,030,11,030,2024,08,99,99,9,9,1,1,05,05
2024,08,06,11,040,11,040,2023,05,03,03,5,5,1,1,05,05
2024,08,06,11,040,11,040,2023,12,07,07,4,4,3,3,09,09
2024,08,06,11,040,11,040,2024,05,02,03,5,5,1,1,05,05
2024,08,06,11,040,11,040,2024,06,99,99,5,6,1,1,05,05
2024,08,06,11,040,11,090,2024,08,03,05,5,5,1,1,06,06
2024,08,06,11,050,11,050,2024,03,03,03,5,5,1,1,05,05
2024,08,06,11,060,11,040,2024,06,02,05,4,5,1,1,04,04
2024,08,06,11,060,11,060,2015,01,03,13,5,4,1,3,08,06
2024,08,06,11,060,11,060,2024,01,01,03,5,5,1,1,07,05
2024,08,06,11,060,11,060,2024,05,05,13,4,5,1,1,05,05
2024,08,06,11,060,11,060,2024,08,05,02,4,5,1,1,07,06
2024,08,06,11,060,11,060,2024,08,05,05,4,5,1,1,06,06
2024,08,06,11,060,11,060,2024,08,99,99,9,9,1,1,06,05
2024,08,06,11,070,11,020,2024,08,05,05,4,2,1,1,04,05
2024,08,06,11,070,11,070,2022,02,05,13,4,4,1,1,04,04
2024,08,06,11,070,11,070,2023,11,03,03,5,5,1,1,05,05
2024,08,06,11,070,11,070,2024,08,03,13,6,5,1,1,05,05
2024,08,06,11,070,11,070,2024,08,07,02,5,5,1,1,04,04
2024,08,06,11,070,11,070,2024,08,09,05,4,4,3,3,08,09
2024,08,06,11,070,11,100,2024,08,05,13,4,4,1,1,07,07
2024,08,06,11,080,11,080,2022,06,03,03,5,5,1,1,05,05
2024,08,06,11,080,11,080,2024,06,02,02,6,6,1,1,07,05
2024,08,06,11,080,11,080,2024,08,01,05,4,4,3,3,10,10
2024,08,06,11,080,11,080,2024,08,99,99,9,9,1,3,09,09
2024,08,06,11,080,11,200,2024,08,05,13,5,5,1,1,07,06
2024,08,06,11,090,11,080,2024,08,99,99,9,9,1,1,06,05
2024,08,06,11,090,11,090,2022,08,03,03,5,5,1,1,05,05
2024,08,06,11,090,11,090,2024,06,03,03,6,6,1,1,06,06
2024,08,06,11,100,11,100,2022,12,03,02,5,5,1,1,05,05
2024,08,06,11,100,11,100,2024,06,03,05,5,5,1,1,06,07
2024,08,06,11,120,11,120,2024,08,05,05,5,5,1,1,06,05
2024,08,06,11,120,11,120,2024,08,99,99,9,9,1,3,06,08
2024,08,06,11,130,11,130,2023,01,03,05,5,5,1,1,04,04
2024,08,06,11,130,11,130,2024,08,03,03,5,5,1,1,05,04
2024,08,06,11,130,11,210,2024,08,03,03,5,5,1,1,04,05
2024,08,06,11,140,11,010,2024,09,02,02,4,5,1,1,05,04
2024,08,06,11,140,11,050,2023,06,02,02,5,6,1,1,04,05
2024,08,06,11,140,11,130,2024,08,03,02,5,5,1,1,07,06
2024,08,06,11,140,11,140,2024,08,03,13,5,5,3,1,07,07
2024,08,06,11,140,11,240,2024,08,99,99,9,9,1,1,04,05
2024,08,06,11,150,11,200,2024,08,99,99,9,9,1,1,06,07
2024,08,06,11,150,11,220,2024,08,99,99,9,9,1,1,06,05
2024,08,06,11,160,11,150,2024,08,03,03,5,5,1,1,05,05
2024,08,06,11,160,11,160,2023,03,08,02,5,5,1,1,05,05
2024,08,06,11,160,11,160,2024,06,03,03,5,5,1,1,06,06
2024,08,06,11,160,11,160,2024,08,03,03,5,5,1,1,04,05
2024,08,06,11,160,11,160,2024,08,99,99,9,9,1,1,03,03
2024,08,06,11,160,11,160,2024,08,99,99,9,9,1,1,06,06
2024,08,06,11,160,11,160,2024,08,99,99,9,9,3,1,12,09
2024,08,06,11,160,11,180,2022,12,05,03,5,4,1,1,06,05
2024,08,06,11,170,11,160,2025,05,03,05,5,5,1,1,04,04
2024,08,06,11,170,11,170,2023,09,02,03,5,5,1,1,05,05
2024,08,06,11,170,11,170,2024,08,02,02,5,5,1,1,06,05
2024,08,06,11,170,11,170,2024,08,99,99,9,9,1,1,05,05
2024,08,06,11,170,11,210,2024,08,99,99,9,9,1,1,05,05
2024,08,06,11,180,11,140,2024,08,05,03,4,4,1,1,06,05
2024,08,06,11,190,11,040,2024,08,06,03,5,6,1,1,07,05
2024,08,06,11,190,11,160,2023,01,03,03,5,5,1,1,05,05
2024,08,06,11,190,11,190,2023,02,03,05,5,5,1,1,05,05
2024,08,06,11,190,11,190,2023,03,03,03,5,5,1,1,05,04
2024,08,06,11,190,11,190,2024,05,02,02,5,5,1,1,04,05
2024,08,06,11,190,11,190,2024,08,03,13,5,5,1,1,06,06
2024,08,06,11,200,11,200,2022,11,03,03,5,5,1,1,06,06
2024,08,06,11,200,11,200,2024,08,02,03,5,5,1,1,06,04
2024,08,06,11,210,11,190,2024,01,05,05,5,5,1,1,05,04
2024,08,06,11,210,11,210,2024,08,03,03,5,5,1,1,05,06
2024,08,06,11,210,11,210,2024,08,03,03,5,5,1,1,06,05
2024,08,06,11,210,11,240,2024,08,02,02,5,6,1,1,04,04
2024,08,06,11,220,11,200,2024,08,03,03,5,5,1,1,06,06
2024,08,06,11,220,11,220,2023,08,03,02,6,5,1,1,04,04
2024,08,06,11,240,11,150,2024,01,02,13,6,6,1,1,05,05
2024,08,06,11,240,11,240,2023,11,01,05,5,5,1,1,05,04
2024,08,06,11,240,11,240,2023,12,03,03,5,5,1,1,05,05
2024,08,06,11,240,11,240,2024,05,02,03,5,5,1,1,04,05
2024,08,06,11,240,11,240,2024,05,03,03,5,5,1,1,04,06
2024,08,06,11,240,11,240,2024,08,03,03,5,6,3,1,06,07
2024,08,06,11,240,11,240,2024,08,05,05,5,5,1,1,04,04
2024,08,06,11,250,11,250,2023,12,01,03,5,5,1,1,04,04
2024,08,06,11,250,11,250,2024,07,03,03,5,5,1,1,05,05
2024,08,06,11,250,11,250,2024,08,05,03,4,5,3,2,09,09
2024,08,06,11,250,11,250,2024,08,05,05,4,4,3,3,07,07
2024,08,07,11,010,11,010,2023,05,02,02,4,4,1,1,06,06
2024,08,07,11,010,11,010,2024,08,99,99,9,9,1,1,06,05
2024,08,07,11,010,11,190,2020,05,03,07,6,5,1,1,04,04
2024,08,07,11,020,11,020,2023,04,01,02,5,5,1,1,05,05
2024,08,07,11,020,11,020,2024,08,99,99,9,9,1,1,04,05
2024,08,07,11,020,11,120,2024,08,05,13,5,5,1,1,06,05
2024,08,07,11,020,11,230,2024,02,01,13,4,5,1,1,05,05
2024,08,07,11,030,11,030,2024,07,05,03,5,5,1,1,04,04
2024,08,07,11,040,11,040,2021,11,03,03,6,5,1,1,05,04
2024,08,07,11,040,11,040,2024,01,03,02,5,5,1,1,06,04
2024,08,07,11,040,11,040,2024,03,03,05,5,5,1,3,05,05
2024,08,07,11,040,11,040,2024,08,03,13,5,4,1,1,05,05
2024,08,07,11,040,11,040,2024,08,99,99,9,9,1,1,06,05
2024,08,07,11,050,11,240,2024,04,05,02,4,5,1,1,04,04
2024,08,07,11,060,11,060,2024,08,99,99,9,9,1,1,04,04
2024,08,07,11,060,11,090,2024,08,05,05,4,5,1,1,05,04
2024,08,07,11,060,11,110,2024,06,03,02,5,6,1,1,05,05
2024,08,07,11,060,11,120,2025,02,02,02,5,5,1,1,05,05
2024,08,07,11,070,11,060,2024,08,03,02,5,5,3,3,06,05
2024,08,07,11,070,11,070,2024,06,03,05,4,4,1,1,05,05
2024,08,07,11,070,11,070,2024,08,02,02,6,5,1,1,07,05
2024,08,07,11,070,11,070,2024,08,03,02,5,5,1,1,04,05
2024,08,07,11,070,11,070,2024,08,09,09,4,4,3,3,10,11
2024,08,07,11,080,11,080,2024,06,03,05,5,5,1,1,05,04
2024,08,07,11,080,11,150,2023,12,13,03,5,5,1,1,04,04
2024,08,07,11,080,11,200,2024,08,99,99,9,9,1,1,05,05
2024,08,07,11,080,11,240,2024,08,03,13,5,6,1,1,07,06
2024,08,07,11,090,11,030,2024,08,99,99,9,9,1,1,05,05
2024,08,07,11,090,11,090,2024,08,99,99,9,9,3,3,06,06
2024,08,07,11,100,11,060,2024,08,99,02,5,9,1,1,08,07
2024,08,07,11,100,11,100,2024,08,02,03,5,5,1,1,06,07
2024,08,07,11,110,11,090,2024,08,03,03,5,5,1,1,07,04
2024,08,07,11,110,11,110,2023,12,03,02,5,9,1,1,06,06
2024,08,07,11,110,11,110,2023,12,03,03,5,5,1,1,06,05
2024,08,07,11,110,11,110,2023,12,05,13,5,5,1,1,05,05
2024,08,07,11,110,11,110,2024,08,03,03,5,5,1,1,05,05
2024,08,07,11,110,11,160,2024,08,03,03,5,5,1,1,07,06
2024,08,07,11,110,11,220,2024,08,03,03,6,5,1,1,06,05
2024,08,07,11,120,11,120,2024,06,03,03,6,6,1,1,05,05
2024,08,07,11,120,11,120,2024,08,99,99,9,9,1,1,04,05
2024,08,07,11,120,11,120,2024,08,99,99,9,9,1,3,04,05
2024,08,07,11,120,11,120,2024,08,99,99,9,9,1,3,05,05
2024,08,07,11,120,11,220,2024,04,03,03,5,5,1,1,04,04
2024,08,07,11,130,11,130,2024,08,05,03,5,5,1,1,05,04
2024,08,07,11,130,11,130,2024,08,99,99,9,9,1,1,05,03
2024,08,07,11,130,11,130,2024,08,99,99,9,9,1,1,07,05
2024,08,07,11,140,11,140,2023,10,03,05,5,5,1,1,04,04
2024,08,07,11,140,11,140,2024,04,02,02,6,5,1,1,05,04
2024,08,07,11,140,11,140,2024,07,03,03,5,5,1,1,04,04
2024,08,07,11,140,11,140,2024,08,99,99,9,9,1,1,05,04
2024,08,07,11,140,11,140,2024,08,99,99,9,9,1,1,06,06
2024,08,07,11,150,11,150,2024,08,01,07,5,5,1,1,06,06
2024,08,07,11,150,11,150,2024,08,03,02,5,5,1,1,07,06
2024,08,07,11,150,11,150,2024,11,05,05,5,6,1,1,05,05
2024,08,07,11,160,11,050,2024,08,02,03,5,5,3,3,11,10
2024,08,07,11,160,11,120,2024,08,99,99,9,9,1,1,05,05
2024,08,07,11,160,11,160,2023,01,03,03,5,5,1,1,05,05
2024,08,07,11,160,11,160,2024,08,03,03,5,5,1,1,07,06
2024,08,07,11,160,11,160,2024,08,99,99,9,9,1,1,04,06
2024,08,07,11,160,11,160,2024,08,99,99,9,9,1,1,05,05
2024,08,07,11,170,11,170,2024,04,03,03,6,5,1,1,05,05
2024,08,07,11,170,11,170,2024,05,03,02,5,4,1,1,04,04
2024,08,07,11,170,11,170,2024,08,99,99,9,9,1,1,05,05
2024,08,07,11,180,11,120,2024,08,99,99,9,9,1,1,07,06
2024,08,07,11,180,11,170,2024,08,02,03,5,5,1,1,06,05
2024,08,07,11,180,11,210,2024,08,02,02,5,5,1,1,05,05
2024,08,07,11,190,11,190,2023,03,03,03,5,5,1,1,05,05
2024,08,07,11,190,11,190,2023,08,05,02,5,5,1,1,05,05
2024,08,07,11,190,11,190,2023,11,02,03,5,5,1,1,06,05
2024,08,07,11,190,11,190,2024,03,03,03,5,5,1,1,06,05
2024,08,07,11,190,11,190,2024,04,02,03,6,5,1,1,06,05
2024,08,07,11,200,11,200,2024,08,02,02,5,5,1,1,04,04
2024,08,07,11,200,11,200,2024,08,02,02,5,5,1,1,06,06
2024,08,07,11,200,11,200,2024,08,03,03,5,5,1,1,06,05
2024,08,07,11,200,11,200,2024,08,99,03,9,5,1,1,05,05
2024,08,07,11,200,11,220,2024,10,03,02,5,5,1,1,05,05
2024,08,07,11,210,11,210,2018,10,02,03,5,5,1,1,03,03
2024,08,07,11,210,11,210,2024,08,03,03,6,5,1,2,05,04
2024,08,07,11,210,11,210,2024,08,05,05,4,4,1,1,06,04
2024,08,07,11,210,11,220,2024,04,01,03,5,5,1,1,05,05
2024,08,07,11,220,11,220,2021,07,99,99,9,9,1,1,06,07
2024,08,07,11,220,11,220,2024,07,03,03,5,5,1,1,05,05
2024,08,07,11,220,11,220,2024,08,99,99,9,9,1,1,05,05
2024,08,07,11,220,11,220,2024,09,05,02,4,4,1,1,04,04
2024,08,07,11,230,11,040,2020,05,03,03,5,5,1,1,07,06
2024,08,07,11,230,11,230,2024,07,03,03,4,5,1,1,04,04
